Latitude,40.6,,,,,,,
Longitude,112.71,,,,,,,
Year,Month,Day,Hour,Minute,Temperature,Pressure,Wind Direction,Wind Speed
2020,1,1,10,10,-8.3,885,281,2.9
2020,1,1,10,20,-7.9,885,280,2.9
2020,1,1,10,30,-7.5,885,280,3
2020,1,1,10,40,-7.1,885,280,3
2020,1,1,10,50,-6.7,885,279,3
2020,1,1,11,0,-6.4,885,279,3
2020,1,1,11,10,-6,885,280,3
2020,1,1,11,20,-5.7,885,280,3
2020,1,1,11,30,-5.3,885,281,3.1
2020,1,1,11,40,-5,884,281,3.1
2020,1,1,11,50,-4.7,884,282,3.1
2020,1,1,12,0,-4.3,884,282,3.1
2020,1,1,12,10,-4.1,884,283,3.1
2020,1,1,12,20,-4,884,283,3.1
2020,1,1,12,30,-3.8,884,283,3.1
2020,1,1,12,40,-3.6,884,284,3
2020,1,1,12,50,-3.4,884,284,3
2020,1,1,13,0,-3.2,884,284,3
2020,1,1,13,10,-3.1,884,285,2.9
2020,1,1,13,20,-3,884,285,2.9
2020,1,1,13,30,-3,884,285,2.9
2020,1,1,13,40,-2.9,884,286,2.8
2020,1,1,13,50,-2.8,884,286,2.8
2020,1,1,14,0,-2.7,884,286,2.7
2020,1,1,14,10,-2.8,884,287,2.6
2020,1,1,14,20,-2.9,884,288,2.5
2020,1,1,14,30,-3,884,288,2.4
2020,1,1,14,40,-3.1,884,289,2.3
2020,1,1,14,50,-3.2,884,290,2.2
2020,1,1,15,0,-3.3,884,290,2.1
2020,1,1,15,10,-3.8,884,291,2
2020,1,1,15,20,-4.3,884,292,1.8
2020,1,1,15,30,-4.7,884,293,1.6
2020,1,1,15,40,-5.2,884,295,1.5
2020,1,1,15,50,-5.7,884,296,1.3
2020,1,1,16,0,-6.1,884,297,1.1
2020,1,1,16,10,-6.5,885,299,1.1
2020,1,1,16,20,-6.9,885,301,1.1
2020,1,1,16,30,-7.3,885,302,1.2
2020,1,1,16,40,-7.7,885,304,1.2
2020,1,1,16,50,-8.1,885,306,1.2
2020,1,1,17,0,-8.5,885,308,1.2
2020,1,1,17,10,-8.7,885,310,1.2
2020,1,1,17,20,-8.8,885,312,1.2
2020,1,1,17,30,-9,885,315,1.2
2020,1,1,17,40,-9.1,885,317,1.2
2020,1,1,17,50,-9.3,885,319,1.3
2020,1,1,18,0,-9.4,885,321,1.3
2020,1,1,18,10,-9.5,885,323,1.3
2020,1,1,18,20,-9.6,885,324,1.3
2020,1,1,18,30,-9.7,885,326,1.3
2020,1,1,18,40,-9.8,885,328,1.3
2020,1,1,18,50,-9.9,885,330,1.4
2020,1,1,19,0,-10,886,331,1.4
2020,1,1,19,10,-10.1,886,332,1.4
2020,1,1,19,20,-10.2,886,333,1.4
2020,1,1,19,30,-10.3,886,334,1.4
2020,1,1,19,40,-10.3,886,335,1.4
2020,1,1,19,50,-10.4,886,335,1.5
2020,1,1,20,0,-10.5,886,336,1.5
2020,1,1,20,10,-10.5,886,336,1.5
2020,1,1,20,20,-10.6,886,336,1.5
2020,1,1,20,30,-10.6,886,337,1.5
2020,1,1,20,40,-10.6,886,337,1.5
2020,1,1,20,50,-10.7,886,337,1.5
2020,1,1,21,0,-10.7,886,337,1.5
2020,1,1,21,10,-10.8,886,337,1.5
2020,1,1,21,20,-10.8,886,337,1.5
2020,1,1,21,30,-10.9,886,337,1.6
2020,1,1,21,40,-11,886,338,1.6
2020,1,1,21,50,-11,886,338,1.6
2020,1,1,22,0,-11.1,886,338,1.6
2020,1,1,22,10,-11.1,886,338,1.6
2020,1,1,22,20,-11.2,886,338,1.6
2020,1,1,22,30,-11.3,886,338,1.6
2020,1,1,22,40,-11.4,886,339,1.6
2020,1,1,22,50,-11.4,886,339,1.6
2020,1,1,23,0,-11.5,886,339,1.6
2020,1,1,23,10,-11.6,886,339,1.6
2020,1,1,23,20,-11.6,886,340,1.6
2020,1,1,23,30,-11.7,886,340,1.6
2020,1,1,23,40,-11.8,886,340,1.6
2020,1,1,23,50,-11.9,886,340,1.6
2020,1,2,0,0,-11.9,886,341,1.6
2020,1,2,0,10,-12,886,341,1.6
2020,1,2,0,20,-12.1,886,341,1.6
2020,1,2,0,30,-12.2,886,341,1.6
2020,1,2,0,40,-12.2,886,342,1.6
2020,1,2,0,50,-12.3,886,342,1.6
2020,1,2,1,0,-12.4,886,342,1.6
2020,1,2,1,10,-12.5,886,343,1.6
2020,1,2,1,20,-12.5,886,343,1.6
2020,1,2,1,30,-12.6,886,344,1.6
2020,1,2,1,40,-12.6,886,344,1.6
2020,1,2,1,50,-12.7,887,345,1.6
2020,1,2,2,0,-12.8,887,345,1.6
2020,1,2,2,10,-12.8,887,346,1.6
2020,1,2,2,20,-12.8,887,347,1.6
2020,1,2,2,30,-12.9,887,348,1.6
2020,1,2,2,40,-12.9,887,348,1.6
2020,1,2,2,50,-12.9,887,349,1.6
2020,1,2,3,0,-13,887,350,1.6
2020,1,2,3,10,-13,887,350,1.6
2020,1,2,3,20,-13,887,351,1.7
2020,1,2,3,30,-13.1,887,352,1.7
2020,1,2,3,40,-13.1,887,352,1.7
2020,1,2,3,50,-13.1,887,353,1.7
2020,1,2,4,0,-13.1,887,354,1.7
2020,1,2,4,10,-13.2,887,355,1.7
2020,1,2,4,20,-13.2,887,355,1.7
2020,1,2,4,30,-13.2,887,356,1.7
2020,1,2,4,40,-13.2,887,357,1.7
2020,1,2,4,50,-13.3,887,358,1.7
2020,1,2,5,0,-13.3,887,358,1.7
2020,1,2,5,10,-13.3,887,299,1.7
2020,1,2,5,20,-13.2,887,240,1.6
2020,1,2,5,30,-13.2,887,181,1.6
2020,1,2,5,40,-13.2,887,121,1.6
2020,1,2,5,50,-13.2,887,62,1.6
2020,1,2,6,0,-13.2,887,3,1.6
2020,1,2,6,10,-13.2,887,3,1.6
2020,1,2,6,20,-13.1,887,4,1.6
2020,1,2,6,30,-13.1,887,4,1.6
2020,1,2,6,40,-13.1,887,5,1.6
2020,1,2,6,50,-13,887,6,1.6
2020,1,2,7,0,-13,887,6,1.6
2020,1,2,7,10,-13,887,6,1.6
2020,1,2,7,20,-13,887,6,1.6
2020,1,2,7,30,-13,887,6,1.6
2020,1,2,7,40,-13,887,6,1.6
2020,1,2,7,50,-13,887,6,1.6
2020,1,2,8,0,-11.8,887,9,1.4
2020,1,2,8,10,-11.2,887,9,1.4
2020,1,2,8,20,-10.6,888,9,1.4
2020,1,2,8,30,-10.1,888,9,1.3
2020,1,2,8,40,-9.5,888,9,1.3
2020,1,2,8,50,-8.9,888,9,1.2
2020,1,2,9,0,-8.3,888,9,1.2
2020,1,2,9,10,-7.9,888,8,1.3
2020,1,2,9,20,-7.4,888,8,1.3
2020,1,2,9,30,-6.9,888,8,1.4
2020,1,2,9,40,-6.5,888,8,1.5
2020,1,2,9,50,-6,888,8,1.5
2020,1,2,10,0,-5.5,888,8,1.6
2020,1,2,10,10,-5.3,888,7,1.5
2020,1,2,10,20,-5,888,7,1.5
2020,1,2,10,30,-4.8,888,7,1.4
2020,1,2,10,40,-4.6,888,7,1.4
2020,1,2,10,50,-4.3,888,6,1.3
2020,1,2,11,0,-4.1,888,6,1.2
2020,1,2,11,10,-3.9,888,7,1.2
2020,1,2,11,20,-3.7,888,7,1.2
2020,1,2,11,30,-3.5,888,8,1.1
2020,1,2,11,40,-3.3,888,8,1.1
2020,1,2,11,50,-3.1,888,9,1
2020,1,2,12,0,-3,887,10,1
2020,1,2,12,10,-2.8,887,11,0.9
2020,1,2,12,20,-2.7,887,12,0.9
2020,1,2,12,30,-2.6,887,13,0.9
2020,1,2,12,40,-2.5,887,15,0.9
2020,1,2,12,50,-2.4,887,16,0.8
2020,1,2,13,0,-2.3,887,17,0.8
2020,1,2,13,10,-2.2,887,20,0.7
2020,1,2,13,20,-2.2,887,23,0.6
2020,1,2,13,30,-2.2,887,26,0.5
2020,1,2,13,40,-2.1,887,29,0.4
2020,1,2,13,50,-2.1,887,32,0.3
2020,1,2,14,0,-2.1,887,34,0.3
2020,1,2,14,10,-2.1,887,51,0.2
2020,1,2,14,20,-2.1,887,68,0.2
2020,1,2,14,30,-2.1,887,85,0.2
2020,1,2,14,40,-2.1,887,102,0.2
2020,1,2,14,50,-2.1,887,119,0.1
2020,1,2,15,0,-2.2,887,135,0.1
2020,1,2,15,10,-2.3,887,145,0.1
2020,1,2,15,20,-2.4,887,155,0.1
2020,1,2,15,30,-2.5,887,165,0.2
2020,1,2,15,40,-2.6,887,175,0.2
2020,1,2,15,50,-2.7,887,184,0.2
2020,1,2,16,0,-2.8,887,194,0.2
2020,1,2,16,10,-2.9,887,209,0.2
2020,1,2,16,20,-3,887,223,0.2
2020,1,2,16,30,-3.1,887,238,0.2
2020,1,2,16,40,-3.3,887,252,0.2
2020,1,2,16,50,-3.4,887,267,0.2
2020,1,2,17,0,-3.5,887,281,0.2
2020,1,2,17,10,-3.6,887,286,0.3
2020,1,2,17,20,-3.7,887,291,0.3
2020,1,2,17,30,-3.9,887,297,0.4
2020,1,2,17,40,-4,887,302,0.4
2020,1,2,17,50,-4.1,887,307,0.5
2020,1,2,18,0,-4.2,887,312,0.5
2020,1,2,18,10,-4.3,887,313,0.6
2020,1,2,18,20,-4.5,887,313,0.6
2020,1,2,18,30,-4.7,887,314,0.7
2020,1,2,18,40,-4.8,887,314,0.7
2020,1,2,18,50,-5,887,315,0.8
2020,1,2,19,0,-5.2,887,316,0.8
2020,1,2,19,10,-5.4,887,317,0.9
2020,1,2,19,20,-5.6,887,317,1
2020,1,2,19,30,-5.8,888,318,1
2020,1,2,19,40,-6,888,319,1.1
2020,1,2,19,50,-6.2,888,320,1.1
2020,1,2,20,0,-6.4,888,321,1.2
2020,1,2,20,10,-6.6,888,322,1.2
2020,1,2,20,20,-6.8,888,323,1.3
2020,1,2,20,30,-6.9,888,324,1.3
2020,1,2,20,40,-7.1,888,325,1.3
2020,1,2,20,50,-7.3,888,326,1.4
2020,1,2,21,0,-7.5,888,326,1.4
2020,1,2,21,10,-7.6,888,327,1.4
2020,1,2,21,20,-7.7,888,328,1.4
2020,1,2,21,30,-7.9,888,329,1.5
2020,1,2,21,40,-8,888,330,1.5
2020,1,2,21,50,-8.1,888,331,1.5
2020,1,2,22,0,-8.2,888,332,1.5
2020,1,2,22,10,-8.4,888,332,1.5
2020,1,2,22,20,-8.5,887,333,1.5
2020,1,2,22,30,-8.6,887,334,1.5
2020,1,2,22,40,-8.7,887,334,1.5
2020,1,2,22,50,-8.8,887,335,1.5
2020,1,2,23,0,-9,887,336,1.6
2020,1,2,23,10,-9.1,887,336,1.6
2020,1,2,23,20,-9.2,887,336,1.6
2020,1,2,23,30,-9.3,887,337,1.6
2020,1,2,23,40,-9.4,887,337,1.6
2020,1,2,23,50,-9.6,887,338,1.6
2020,1,3,0,0,-9.7,887,338,1.6
2020,1,3,0,10,-9.8,887,339,1.6
2020,1,3,0,20,-9.9,887,339,1.6
2020,1,3,0,30,-10,887,340,1.6
2020,1,3,0,40,-10.1,887,340,1.6
2020,1,3,0,50,-10.2,887,341,1.6
2020,1,3,1,0,-10.3,887,342,1.6
2020,1,3,1,10,-10.3,887,342,1.6
2020,1,3,1,20,-10.4,887,342,1.6
2020,1,3,1,30,-10.4,887,343,1.6
2020,1,3,1,40,-10.5,887,343,1.6
2020,1,3,1,50,-10.5,887,343,1.6
2020,1,3,2,0,-10.6,887,344,1.6
2020,1,3,2,10,-10.6,887,343,1.6
2020,1,3,2,20,-10.6,887,343,1.6
2020,1,3,2,30,-10.7,887,343,1.6
2020,1,3,2,40,-10.7,887,343,1.6
2020,1,3,2,50,-10.8,887,342,1.6
2020,1,3,3,0,-10.8,887,342,1.6
2020,1,3,3,10,-10.8,887,342,1.6
2020,1,3,3,20,-10.9,887,341,1.6
2020,1,3,3,30,-10.9,887,341,1.6
2020,1,3,3,40,-11,887,341,1.6
2020,1,3,3,50,-11,887,341,1.6
2020,1,3,4,0,-11,887,340,1.6
2020,1,3,4,10,-11.1,887,340,1.6
2020,1,3,4,20,-11.1,887,340,1.6
2020,1,3,4,30,-11.1,887,340,1.6
2020,1,3,4,40,-11.1,887,340,1.6
2020,1,3,4,50,-11.1,887,340,1.6
2020,1,3,5,0,-11.2,887,340,1.6
2020,1,3,5,10,-11.2,887,339,1.6
2020,1,3,5,20,-11.2,887,339,1.6
2020,1,3,5,30,-11.2,887,339,1.6
2020,1,3,5,40,-11.2,887,339,1.6
2020,1,3,5,50,-11.2,887,338,1.6
2020,1,3,6,0,-11.2,887,338,1.6
2020,1,3,6,10,-11.2,887,338,1.5
2020,1,3,6,20,-11.2,887,338,1.5
2020,1,3,6,30,-11.2,887,338,1.5
2020,1,3,6,40,-11.2,887,338,1.5
2020,1,3,6,50,-11.2,887,338,1.5
2020,1,3,7,0,-11.2,887,338,1.5
2020,1,3,7,10,-11.2,887,338,1.5
2020,1,3,7,20,-11.2,887,338,1.5
2020,1,3,7,30,-11.2,887,338,1.5
2020,1,3,7,40,-11.2,887,338,1.5
2020,1,3,7,50,-11.2,887,338,1.5
2020,1,3,8,0,-10.3,887,332,1.4
2020,1,3,8,10,-9.8,887,330,1.4
2020,1,3,8,20,-9.3,887,328,1.3
2020,1,3,8,30,-8.8,887,326,1.3
2020,1,3,8,40,-8.2,887,324,1.3
2020,1,3,8,50,-7.7,887,321,1.2
2020,1,3,9,0,-7.2,887,319,1.2
2020,1,3,9,10,-6.7,887,316,1.4
2020,1,3,9,20,-6.3,888,314,1.5
2020,1,3,9,30,-5.8,888,311,1.7
2020,1,3,9,40,-5.3,888,308,1.8
2020,1,3,9,50,-4.8,888,305,2
2020,1,3,10,0,-4.4,888,303,2.2
2020,1,3,10,10,-4.1,888,301,2.2
2020,1,3,10,20,-3.8,887,298,2.3
2020,1,3,10,30,-3.4,887,296,2.3
2020,1,3,10,40,-3.1,887,294,2.3
2020,1,3,10,50,-2.8,887,292,2.4
2020,1,3,11,0,-2.5,887,290,2.4
2020,1,3,11,10,-2.2,887,290,2.5
2020,1,3,11,20,-1.8,887,289,2.6
2020,1,3,11,30,-1.5,887,289,2.7
2020,1,3,11,40,-1.1,887,288,2.8
2020,1,3,11,50,-0.8,887,287,2.8
2020,1,3,12,0,-0.4,887,287,2.9
2020,1,3,12,10,-0.3,887,287,2.9
2020,1,3,12,20,-0.1,887,287,3
2020,1,3,12,30,0.1,886,287,3
2020,1,3,12,40,0.2,886,288,3
2020,1,3,12,50,0.4,886,288,3
2020,1,3,13,0,0.5,886,288,3
2020,1,3,13,10,0.5,886,288,3
2020,1,3,13,20,0.6,886,287,3
2020,1,3,13,30,0.6,886,287,3
2020,1,3,13,40,0.6,886,287,3
2020,1,3,13,50,0.6,886,287,3
2020,1,3,14,0,0.7,886,286,3
2020,1,3,14,10,0.5,886,286,2.9
2020,1,3,14,20,0.3,886,285,2.8
2020,1,3,14,30,0.2,886,285,2.8
2020,1,3,14,40,0,886,284,2.7
2020,1,3,14,50,-0.1,886,283,2.6
2020,1,3,15,0,-0.3,886,283,2.6
2020,1,3,15,10,-0.9,886,283,2.4
2020,1,3,15,20,-1.4,886,283,2.2
2020,1,3,15,30,-2,886,282,2
2020,1,3,15,40,-2.6,886,282,1.9
2020,1,3,15,50,-3.2,886,282,1.7
2020,1,3,16,0,-3.7,886,282,1.5
2020,1,3,16,10,-4.3,886,283,1.5
2020,1,3,16,20,-4.8,886,283,1.5
2020,1,3,16,30,-5.3,886,284,1.5
2020,1,3,16,40,-5.8,886,284,1.5
2020,1,3,16,50,-6.3,886,285,1.5
2020,1,3,17,0,-6.8,886,286,1.5
2020,1,3,17,10,-6.9,886,287,1.4
2020,1,3,17,20,-7.1,886,288,1.4
2020,1,3,17,30,-7.2,886,290,1.4
2020,1,3,17,40,-7.3,886,291,1.4
2020,1,3,17,50,-7.4,886,292,1.4
2020,1,3,18,0,-7.5,886,294,1.4
2020,1,3,18,10,-7.6,886,295,1.4
2020,1,3,18,20,-7.6,886,296,1.4
2020,1,3,18,30,-7.6,886,297,1.4
2020,1,3,18,40,-7.7,886,298,1.4
2020,1,3,18,50,-7.7,886,299,1.4
2020,1,3,19,0,-7.7,886,300,1.4
2020,1,3,19,10,-7.7,886,300,1.4
2020,1,3,19,20,-7.7,886,300,1.4
2020,1,3,19,30,-7.7,886,301,1.4
2020,1,3,19,40,-7.7,886,301,1.4
2020,1,3,19,50,-7.7,886,302,1.4
2020,1,3,20,0,-7.7,886,302,1.3
2020,1,3,20,10,-7.7,886,303,1.3
2020,1,3,20,20,-7.7,886,303,1.3
2020,1,3,20,30,-7.7,886,304,1.3
2020,1,3,20,40,-7.8,886,304,1.3
2020,1,3,20,50,-7.8,886,305,1.3
2020,1,3,21,0,-7.8,886,306,1.3
2020,1,3,21,10,-7.8,886,306,1.3
2020,1,3,21,20,-7.9,886,307,1.3
2020,1,3,21,30,-8,886,308,1.3
2020,1,3,21,40,-8,886,309,1.3
2020,1,3,21,50,-8.1,886,309,1.3
2020,1,3,22,0,-8.1,886,310,1.3
2020,1,3,22,10,-8.2,886,311,1.3
2020,1,3,22,20,-8.3,886,312,1.3
2020,1,3,22,30,-8.4,886,313,1.3
2020,1,3,22,40,-8.5,886,313,1.3
2020,1,3,22,50,-8.6,886,314,1.3
2020,1,3,23,0,-8.7,886,315,1.3
2020,1,3,23,10,-8.8,886,316,1.3
2020,1,3,23,20,-8.9,886,316,1.3
2020,1,3,23,30,-9,886,317,1.3
2020,1,3,23,40,-9.1,886,317,1.3
2020,1,3,23,50,-9.2,886,318,1.4
2020,1,4,0,0,-9.4,886,318,1.4
2020,1,4,0,10,-9.4,886,318,1.4
2020,1,4,0,20,-9.5,886,318,1.4
2020,1,4,0,30,-9.6,886,319,1.4
2020,1,4,0,40,-9.6,886,319,1.4
2020,1,4,0,50,-9.7,886,319,1.4
2020,1,4,1,0,-9.8,886,319,1.4
2020,1,4,1,10,-9.8,886,319,1.4
2020,1,4,1,20,-9.9,886,320,1.4
2020,1,4,1,30,-9.9,886,320,1.4
2020,1,4,1,40,-10,886,321,1.4
2020,1,4,1,50,-10,886,321,1.4
2020,1,4,2,0,-10,886,321,1.4
2020,1,4,2,10,-10.1,886,322,1.4
2020,1,4,2,20,-10.1,886,323,1.4
2020,1,4,2,30,-10.1,886,324,1.4
2020,1,4,2,40,-10.2,886,325,1.4
2020,1,4,2,50,-10.2,886,325,1.4
2020,1,4,3,0,-10.2,886,326,1.4
2020,1,4,3,10,-10.3,886,327,1.4
2020,1,4,3,20,-10.3,886,329,1.4
2020,1,4,3,30,-10.3,885,330,1.4
2020,1,4,3,40,-10.4,885,332,1.4
2020,1,4,3,50,-10.4,885,333,1.4
2020,1,4,4,0,-10.4,885,334,1.4
2020,1,4,4,10,-10.4,885,337,1.4
2020,1,4,4,20,-10.4,885,339,1.4
2020,1,4,4,30,-10.5,885,342,1.4
2020,1,4,4,40,-10.5,885,344,1.4
2020,1,4,4,50,-10.5,885,347,1.3
2020,1,4,5,0,-10.5,885,349,1.3
2020,1,4,5,10,-10.5,885,292,1.3
2020,1,4,5,20,-10.5,885,235,1.3
2020,1,4,5,30,-10.5,885,178,1.3
2020,1,4,5,40,-10.6,885,122,1.3
2020,1,4,5,50,-10.6,885,65,1.3
2020,1,4,6,0,-10.6,885,8,1.3
2020,1,4,6,10,-10.5,885,10,1.3
2020,1,4,6,20,-10.5,885,13,1.3
2020,1,4,6,30,-10.5,885,16,1.3
2020,1,4,6,40,-10.4,885,19,1.3
2020,1,4,6,50,-10.4,885,22,1.3
2020,1,4,7,0,-10.4,885,25,1.2
2020,1,4,7,10,-10.4,885,25,1.2
2020,1,4,7,20,-10.4,885,25,1.2
2020,1,4,7,30,-10.4,885,25,1.2
2020,1,4,7,40,-10.4,885,25,1.2
2020,1,4,7,50,-10.4,885,25,1.2
2020,1,4,8,0,-9.6,886,45,1.1
2020,1,4,8,10,-9.1,886,48,1.1
2020,1,4,8,20,-8.7,886,52,1.1
2020,1,4,8,30,-8.2,886,55,1.1
2020,1,4,8,40,-7.8,886,58,1.1
2020,1,4,8,50,-7.3,886,61,1.1
2020,1,4,9,0,-6.9,886,64,1.1
2020,1,4,9,10,-6.5,887,67,1.3
2020,1,4,9,20,-6.1,887,70,1.4
2020,1,4,9,30,-5.6,887,73,1.5
2020,1,4,9,40,-5.2,887,76,1.6
2020,1,4,9,50,-4.8,887,79,1.7
2020,1,4,10,0,-4.4,887,81,1.8
2020,1,4,10,10,-4,887,85,1.8
2020,1,4,10,20,-3.6,887,89,1.7
2020,1,4,10,30,-3.2,886,93,1.7
2020,1,4,10,40,-2.9,886,97,1.7
2020,1,4,10,50,-2.5,886,101,1.7
2020,1,4,11,0,-2.1,886,105,1.6
2020,1,4,11,10,-1.6,886,110,1.7
2020,1,4,11,20,-1.2,886,116,1.7
2020,1,4,11,30,-0.7,886,122,1.7
2020,1,4,11,40,-0.2,886,127,1.8
2020,1,4,11,50,0.2,886,133,1.8
2020,1,4,12,0,0.7,886,139,1.8
2020,1,4,12,10,0.9,886,141,1.8
2020,1,4,12,20,1,886,143,1.8
2020,1,4,12,30,1.2,886,146,1.9
2020,1,4,12,40,1.4,885,148,1.9
2020,1,4,12,50,1.5,885,150,1.9
2020,1,4,13,0,1.7,885,152,1.9
2020,1,4,13,10,1.7,885,153,1.9
2020,1,4,13,20,1.8,885,154,1.9
2020,1,4,13,30,1.8,885,154,1.9
2020,1,4,13,40,1.8,885,155,1.9
2020,1,4,13,50,1.8,885,155,1.8
2020,1,4,14,0,1.9,885,156,1.8
2020,1,4,14,10,1.8,885,155,1.8
2020,1,4,14,20,1.6,885,155,1.7
2020,1,4,14,30,1.5,885,154,1.7
2020,1,4,14,40,1.4,885,154,1.6
2020,1,4,14,50,1.3,885,153,1.6
2020,1,4,15,0,1.1,885,153,1.5
2020,1,4,15,10,0.6,885,151,1.4
2020,1,4,15,20,0.1,885,148,1.4
2020,1,4,15,30,-0.4,885,146,1.3
2020,1,4,15,40,-0.9,885,144,1.3
2020,1,4,15,50,-1.5,885,142,1.2
2020,1,4,16,0,-2,885,140,1.2
2020,1,4,16,10,-2.4,885,139,1.2
2020,1,4,16,20,-2.9,885,138,1.3
2020,1,4,16,30,-3.3,885,137,1.3
2020,1,4,16,40,-3.7,885,136,1.4
2020,1,4,16,50,-4.2,885,134,1.4
2020,1,4,17,0,-4.6,885,133,1.5
2020,1,4,17,10,-4.8,885,132,1.5
2020,1,4,17,20,-5,885,131,1.5
2020,1,4,17,30,-5.2,885,130,1.5
2020,1,4,17,40,-5.4,885,129,1.5
2020,1,4,17,50,-5.6,885,128,1.5
2020,1,4,18,0,-5.8,885,127,1.5
2020,1,4,18,10,-5.9,885,126,1.6
2020,1,4,18,20,-6.1,885,124,1.6
2020,1,4,18,30,-6.2,885,123,1.6
2020,1,4,18,40,-6.4,885,122,1.6
2020,1,4,18,50,-6.5,885,121,1.6
2020,1,4,19,0,-6.6,885,119,1.6
2020,1,4,19,10,-6.8,885,119,1.6
2020,1,4,19,20,-6.9,885,118,1.7
2020,1,4,19,30,-7,885,117,1.7
2020,1,4,19,40,-7.2,885,116,1.7
2020,1,4,19,50,-7.3,885,115,1.7
2020,1,4,20,0,-7.4,885,114,1.7
2020,1,4,20,10,-7.5,885,114,1.7
2020,1,4,20,20,-7.6,885,114,1.8
2020,1,4,20,30,-7.8,885,114,1.8
2020,1,4,20,40,-7.9,885,114,1.8
2020,1,4,20,50,-8,885,114,1.8
2020,1,4,21,0,-8.1,885,114,1.8
2020,1,4,21,10,-8.2,885,115,1.8
2020,1,4,21,20,-8.3,885,116,1.8
2020,1,4,21,30,-8.4,885,117,1.8
2020,1,4,21,40,-8.4,885,117,1.8
2020,1,4,21,50,-8.5,885,118,1.9
2020,1,4,22,0,-8.6,884,119,1.9
2020,1,4,22,10,-8.7,884,120,1.9
2020,1,4,22,20,-8.8,884,122,1.9
2020,1,4,22,30,-8.9,884,123,1.9
2020,1,4,22,40,-8.9,884,124,1.9
2020,1,4,22,50,-9,884,125,1.9
2020,1,4,23,0,-9.1,884,127,1.9
2020,1,4,23,10,-9.2,884,128,1.9
2020,1,4,23,20,-9.2,884,130,1.9
2020,1,4,23,30,-9.3,884,131,1.9
2020,1,4,23,40,-9.3,884,132,1.9
2020,1,4,23,50,-9.4,884,134,1.9
2020,1,5,0,0,-9.5,884,135,1.9
2020,1,5,0,10,-9.5,884,137,1.9
2020,1,5,0,20,-9.5,884,139,1.9
2020,1,5,0,30,-9.6,884,140,1.9
2020,1,5,0,40,-9.6,884,142,1.9
2020,1,5,0,50,-9.7,884,144,1.9
2020,1,5,1,0,-9.7,884,145,1.9
2020,1,5,1,10,-9.7,884,147,1.9
2020,1,5,1,20,-9.8,884,148,1.9
2020,1,5,1,30,-9.8,884,150,1.9
